Blues-Word	Blues-Count	Blues-Proportion	Country-Word	Country-Count	Country-Proportion	Electronic-Word	Electronic-Count	Electronic-Proportion	Folk-Word	Folk-Count	Folk-Proportion	International-Word	International-Count	International-Proportion	Jazz-Word	Jazz-Count	Jazz-Proportion	Latin-Word	Latin-Count	Latin-Proportion	Pop_Rock-Word	Pop_Rock-Count	Pop_Rock-Proportion	Rap-Word	Rap-Count	Rap-Proportion	Reggae-Word	Reggae-Count	Reggae-Proportion	RnB-Word	RnB-Count	RnB-Proportion
																					yard	2	0,008%	tragic	1	0,015%						
																					zeit	2	0,008%	train	1	0,015%						
																					2x	1	0,004%	transform	1	0,015%						
																					3	1	0,004%	true	1	0,015%						
																					4	1	0,004%	tune	1	0,015%						
																					6	1	0,004%	twenti	1	0,015%						
																					ab	1	0,004%	twice	1	0,015%						
																					aber	1	0,004%	ty	1	0,015%						
																					accept	1	0,004%	type	1	0,015%						
																					acid	1	0,004%	un	1	0,015%						
																					admit	1	0,004%	unawar	1	0,015%						
																					agre	1	0,004%	understood	1	0,015%						
																					ahead	1	0,004%	unknown	1	0,015%						
																					ahi	1	0,004%	unseen	1	0,015%						
																					allein	1	0,004%	unter	1	0,015%						
																					alright	1	0,004%	upon	1	0,015%						
																					also	1	0,004%	urg	1	0,015%						
																					alter	1	0,004%	usual	1	0,015%						
																					ambit	1	0,004%	van	1	0,015%						
																					amigo	1	0,004%	velvet	1	0,015%						
																					amor	1	0,004%	vet	1	0,015%						
																					amus	1	0,004%	vibe	1	0,015%						
																					anni	1	0,004%	view	1	0,015%						
																					anyon	1	0,004%	vision	1	0,015%						
																					apolog	1	0,004%	voic	1	0,015%						
																					appear	1	0,004%	vom	1	0,015%						
																					april	1	0,004%	waist	1	0,015%						
																					arriv	1	0,004%	wait	1	0,015%						
																					asleep	1	0,004%	walkin	1	0,015%						
																					ass	1	0,004%	wash	1	0,015%						
																					assum	1	0,004%	wat	1	0,015%						
																					attend	1	0,004%	weak	1	0,015%						
																					au	1	0,004%	wealth	1	0,015%						
																					aunqu	1	0,004%	weed	1	0,015%						
																					aus	1	0,004%	weekend	1	0,015%						
																					avoid	1	0,004%	weg	1	0,015%						
																					aw	1	0,004%	wer	1	0,015%						
																					awhil	1	0,004%	west	1	0,015%						
																					b	1	0,004%	whatev	1	0,015%						
																					bag	1	0,004%	wick	1	0,015%						
																					bar	1	0,004%	wife	1	0,015%						
																					basement	1	0,004%	win	1	0,015%						
																					bay	1	0,004%	wind	1	0,015%						
																					beach	1	0,004%	wipe	1	0,015%						
																					beam	1	0,004%	wirst	1	0,015%						
																					bear	1	0,004%	wish	1	0,015%						
																					beast	1	0,004%	wissen	1	0,015%						
																					becam	1	0,004%	woke	1	0,015%						
																					bein	1	0,004%	work	1	0,015%						
																					below	1	0,004%	world	1	0,015%						
																					bent	1	0,004%	worst	1	0,015%						
																					bet	1	0,004%	wound	1	0,015%						
																					betray	1	0,004%	writer	1	0,015%						
																					bewar	1	0,004%	wrong	1	0,015%						
																					bi	1	0,004%	x	1	0,015%						
																					bill	1	0,004%	yell	1	0,015%						
																					bin	1	0,004%	yourself	1	0,015%						
																					bird	1	0,004%	z	1	0,015%						
																					bis	1	0,004%	zero	1	0,015%						
																					blame	1	0,004%	zoo	1	0,015%						
																					bluebird	1	0,004%	zur	1	0,015%						
																					blunt	1	0,004%									
																					blur	1	0,004%									
																					bomb	1	0,004%									
																					boogi	1	0,004%									
																					boom	1	0,004%									
																					bottl	1	0,004%									
																					bottom	1	0,004%									
																					bought	1	0,004%									
																					bound	1	0,004%									
																					brand	1	0,004%									
																					brauch	1	0,004%									
																					breakdown	1	0,004%									
																					brick	1	0,004%									
																					bridg	1	0,004%									
																					broad	1	0,004%									
																					brother	1	0,004%									
																					brought	1	0,004%									
																					brush	1	0,004%									
																					bullshit	1	0,004%									
																					burnin	1	0,004%									
																					busi	1	0,004%									
																					button	1	0,004%									
																					c	1	0,004%									
																					café	1	0,004%									
																					calm	1	0,004%									
																					candl	1	0,004%									
																					captur	1	0,004%									
																					case	1	0,004%									
																					cast	1	0,004%									
																					cat	1	0,004%									
																					ce	1	0,004%									
																					ceas	1	0,004%									
																					cell	1	0,004%									
																					certain	1	0,004%									
																					challeng	1	0,004%									
																					chamber	1	0,004%									
																					chase	1	0,004%									
																					chat	1	0,004%									
																					chill	1	0,004%									
																					chime	1	0,004%									
																					chose	1	0,004%									
																					church	1	0,004%									
																					cigarett	1	0,004%									
																					civil	1	0,004%									
																					clean	1	0,004%									
																					click	1	0,004%									
																					coat	1	0,004%									
																					cock	1	0,004%									
																					colour	1	0,004%									
																					commit	1	0,004%									
																					complic	1	0,004%									
																					concentr	1	0,004%									
																					concern	1	0,004%									
																					conclus	1	0,004%									
																					confus	1	0,004%									
																					conquer	1	0,004%									
																					conscienc	1	0,004%									
																					content	1	0,004%									
																					cope	1	0,004%									
																					corner	1	0,004%									
																					correct	1	0,004%									
																					cosa	1	0,004%									
																					crap	1	0,004%									
																					crave	1	0,004%									
																					creatur	1	0,004%									
																					crook	1	0,004%									
																					cross	1	0,004%									
																					crow	1	0,004%									
																					crush	1	0,004%									
																					cure	1	0,004%									
																					cute	1	0,004%									
																					damag	1	0,004%									
																					damour	1	0,004%									
																					dancer	1	0,004%									
																					daughter	1	0,004%									
																					dautr	1	0,004%									
																					daydream	1	0,004%									
																					daylight	1	0,004%									
																					deal	1	0,004%									
																					deceit	1	0,004%									
																					decir	1	0,004%									
																					decirt	1	0,004%									
																					deed	1	0,004%									
																					defi	1	0,004%									
																					degre	1	0,004%									
																					demand	1	0,004%									
																					depress	1	0,004%									
																					des	1	0,004%									
																					desert	1	0,004%									
																					design	1	0,004%									
																					destruct	1	0,004%									
																					dich	1	0,004%									
																					dick	1	0,004%									
																					dim	1	0,004%									
																					dinner	1	0,004%									
																					dip	1	0,004%									
																					disguis	1	0,004%									
																					display	1	0,004%									
																					distanc	1	0,004%									
																					distract	1	0,004%									
																					ditch	1	0,004%									
																					divid	1	0,004%									
																					dollar	1	0,004%									
																					dond	1	0,004%									
																					doubt	1	0,004%									
																					drag	1	0,004%									
																					drawn	1	0,004%									
																					dreamer	1	0,004%									
																					drew	1	0,004%									
																					drip	1	0,004%									
																					drivin	1	0,004%									
																					drove	1	0,004%									
																					drum	1	0,004%									
																					drunken	1	0,004%									
																					dude	1	0,004%									
																					dug	1	0,004%									
																					dumb	1	0,004%									
																					durch	1	0,004%									
																					dust	1	0,004%									
																					duti	1	0,004%									
																					dêtre	1	0,004%									
																					e	1	0,004%									
																					earn	1	0,004%									
																					earth	1	0,004%									
																					echo	1	0,004%									
																					educ	1	0,004%									
																					ego	1	0,004%									
																					eight	1	0,004%									
																					either	1	0,004%									
																					elev	1	0,004%									
																					en	1	0,004%									
																					endless	1	0,004%									
																					endlich	1	0,004%									
																					enjoy	1	0,004%									
																					enslav	1	0,004%									
																					eras	1	0,004%									
																					eso	1	0,004%									
																					etwa	1	0,004%									
																					eventu	1	0,004%									
																					evil	1	0,004%									
																					exact	1	0,004%									
																					explod	1	0,004%									
																					expos	1	0,004%									
																					ey	1	0,004%									
																					failur	1	0,004%									
																					fair	1	0,004%									
																					fait	1	0,004%									
																					fallen	1	0,004%									
																					fals	1	0,004%									
																					familiar	1	0,004%									
																					famous	1	0,004%									
																					fat	1	0,004%									
																					fault	1	0,004%									
																					faut	1	0,004%									
																					favor	1	0,004%									
																					feather	1	0,004%									
																					fed	1	0,004%									
																					fever	1	0,004%									
																					field	1	0,004%									
																					figur	1	0,004%									
																					film	1	0,004%									
																					finish	1	0,004%									
																					fish	1	0,004%									
																					flicker	1	0,004%									
																					flight	1	0,004%									
																					flore	1	0,004%									
																					flow	1	0,004%									
																					font	1	0,004%									
																					footstep	1	0,004%									
																					foreign	1	0,004%									
																					forgiv	1	0,004%									
																					forgot	1	0,004%									
																					fragil	1	0,004%									
																					frame	1	0,004%									
																					freak	1	0,004%									
																					freedom	1	0,004%									
																					fresh	1	0,004%									
																					fri	1	0,004%									
																					frustrat	1	0,004%									
																					fuel	1	0,004%									
																					fulfil	1	0,004%									
																					für	1	0,004%									
																					g	1	0,004%									
																					gain	1	0,004%									
																					gasolin	1	0,004%									
																					gate	1	0,004%									
																					gefühl	1	0,004%									
																					gibt	1	0,004%									
																					givin	1	0,004%									
																					glaub	1	0,004%									
																					glide	1	0,004%									
																					gloom	1	0,004%									
																					glow	1	0,004%									
																					gold	1	0,004%									
																					gotten	1	0,004%									
																					grace	1	0,004%									
																					grade	1	0,004%									
																					grass	1	0,004%									
																					great	1	0,004%									
																					green	1	0,004%									
																					grind	1	0,004%									
																					groov	1	0,004%									
																					guest	1	0,004%									
																					guilti	1	0,004%									
																					gutter	1	0,004%									
																					guy	1	0,004%									
																					halfway	1	0,004%									
																					hall	1	0,004%									
																					harm	1	0,004%									
																					harri	1	0,004%									
																					hat	1	0,004%									
																					haze	1	0,004%									
																					heavi	1	0,004%									
																					hell	1	0,004%									
																					helpless	1	0,004%									
																					herself	1	0,004%									
																					hid	1	0,004%									
																					hidden	1	0,004%									
																					higher	1	0,004%									
																					hijo	1	0,004%									
																					holiday	1	0,004%									
																					hollywood	1	0,004%									
																					honest	1	0,004%									
																					hook	1	0,004%									
																					horizon	1	0,004%									
																					horn	1	0,004%									
																					hotel	1	0,004%									
																					hound	1	0,004%									
																					howl	1	0,004%									
																					hoy	1	0,004%									
																					hustl	1	0,004%									
																					hör	1	0,004%									
																					ice	1	0,004%									
																					ici	1	0,004%									
																					ii	1	0,004%									
																					ill	1	0,004%									
																					import	1	0,004%									
																					imposs	1	0,004%									
																					inspir	1	0,004%									
																					intent	1	0,004%									
																					invis	1	0,004%									
																					involv	1	0,004%									
																					iron	1	0,004%									
																					i’m	1	0,004%									
																					j	1	0,004%									
																					ja	1	0,004%									
																					jack	1	0,004%									
																					jam	1	0,004%									
																					jame	1	0,004%									
																					jeden	1	0,004%									
																					job	1	0,004%									
																					judg	1	0,004%									
																					juli	1	0,004%									
																					jung	1	0,004%									
																					k	1	0,004%									
																					kalt	1	0,004%									
																					kein	1	0,004%									
																					kept	1	0,004%									
																					killin	1	0,004%									
																					kneel	1	0,004%									
																					known	1	0,004%									
																					laid	1	0,004%									
																					lamour	1	0,004%									
																					later	1	0,004%									
																					laughter	1	0,004%									
																					law	1	0,004%									
																					lead	1	0,004%									
																					leaf	1	0,004%									
																					leap	1	0,004%									
																					leben	1	0,004%									
																					led	1	0,004%									
																					leer	1	0,004%									
																					liberti	1	0,004%									
																					lifetim	1	0,004%									
																					lightn	1	0,004%									
																					lion	1	0,004%									
																					lipstick	1	0,004%									
																					list	1	0,004%									
																					ll	1	0,004%									
																					load	1	0,004%									
																					loco	1	0,004%									
																					lon	1	0,004%									
																					longer	1	0,004%									
																					loos	1	0,004%									
																					los	1	0,004%									
																					loud	1	0,004%									
																					low	1	0,004%									
																					lower	1	0,004%									
																					lucif	1	0,004%									
																					lucki	1	0,004%									
																					magic	1	0,004%									
																					maid	1	0,004%									
																					mall	1	0,004%									
																					mamma	1	0,004%									
																					march	1	0,004%									
																					maria	1	0,004%									
																					marri	1	0,004%									
																					mass	1	0,004%									
																					meat	1	0,004%									
																					media	1	0,004%									
																					meinen	1	0,004%									
																					mellow	1	0,004%									
																					mention	1	0,004%									
																					merci	1	0,004%									
																					metal	1	0,004%									
																					mic	1	0,004%									
																					middl	1	0,004%									
																					mil	1	0,004%									
																					mile	1	0,004%									
																					milk	1	0,004%									
																					minor	1	0,004%									
																					mir	1	0,004%									
																					mm	1	0,004%									
																					mock	1	0,004%									
																					mood	1	0,004%									
																					moonlight	1	0,004%									
																					motiv	1	0,004%									
																					movi	1	0,004%									
																					muscl	1	0,004%									
																					muss	1	0,004%									
																					needl	1	0,004%									
																					neighborhood	1	0,004%									
																					neither	1	0,004%									
																					nen	1	0,004%									
																					nightmar	1	0,004%									
																					nois	1	0,004%									
																					none	1	0,004%									
																					noon	1	0,004%									
																					nor	1	0,004%									
																					northern	1	0,004%									
																					nos	1	0,004%									
																					nun	1	0,004%									
																					o	1	0,004%									
																					oer	1	0,004%									
																					offer	1	0,004%									
																					oil	1	0,004%									
																					older	1	0,004%									
																					oper	1	0,004%									
																					organ	1	0,004%									
																					outta	1	0,004%									
																					owe	1	0,004%									
																					où	1	0,004%									
																					pace	1	0,004%									
																					pack	1	0,004%									
																					padr	1	0,004%									
																					pan	1	0,004%									
																					paranoia	1	0,004%									
																					park	1	0,004%									
																					pas	1	0,004%									
																					pathet	1	0,004%									
																					pattern	1	0,004%									
																					pawn	1	0,004%									
																					pen	1	0,004%									
																					perman	1	0,004%									
																					peter	1	0,004%									
																					pierc	1	0,004%									
																					pin	1	0,004%									
																					pistol	1	0,004%									
																					pitch	1	0,004%									
																					plant	1	0,004%									
																					plastic	1	0,004%									
																					playin	1	0,004%									
																					pleasur	1	0,004%									
																					plein	1	0,004%									
																					plot	1	0,004%									
																					politician	1	0,004%									
																					pour	1	0,004%									
																					practic	1	0,004%									
																					prais	1	0,004%									
																					pride	1	0,004%									
																					prison	1	0,004%									
																					prize	1	0,004%									
																					probabl	1	0,004%									
																					profit	1	0,004%									
																					pued	1	0,004%									
																					puls	1	0,004%									
																					pump	1	0,004%									
																					puppet	1	0,004%									
																					quand	1	0,004%									
																					quiero	1	0,004%									
																					radiat	1	0,004%									
																					rage	1	0,004%									
																					rais	1	0,004%									
																					rap	1	0,004%									
																					ray	1	0,004%									
																					recal	1	0,004%									
																					receiv	1	0,004%									
																					recogn	1	0,004%									
																					record	1	0,004%									
																					reflect	1	0,004%									
																					refus	1	0,004%									
																					regret	1	0,004%									
																					remain	1	0,004%									
																					repli	1	0,004%									
																					reput	1	0,004%									
																					restless	1	0,004%									
																					rhyme	1	0,004%									
																					rhythm	1	0,004%									
																					rich	1	0,004%									
																					ring	1	0,004%									
																					riot	1	0,004%									
																					roar	1	0,004%									
																					rocket	1	0,004%									
																					roof	1	0,004%									
																					rosi	1	0,004%									
																					rotten	1	0,004%									
																					rough	1	0,004%									
																					rub	1	0,004%									
																					rumor	1	0,004%									
																					sacrific	1	0,004%									
																					sad	1	0,004%									
																					sail	1	0,004%									
																					sale	1	0,004%									
																					salvat	1	0,004%									
																					sand	1	0,004%									
																					santo	1	0,004%									
																					saviour	1	0,004%									
																					savoir	1	0,004%									
																					scari	1	0,004%									
																					scatter	1	0,004%									
																					schon	1	0,004%									
																					score	1	0,004%									
																					scorn	1	0,004%									
																					scratch	1	0,004%									
																					screen	1	0,004%									
																					search	1	0,004%									
																					season	1	0,004%									
																					seed	1	0,004%									
																					selbst	1	0,004%									
																					self	1	0,004%									
																					selfish	1	0,004%									
																					senseless	1	0,004%									
																					sentiment	1	0,004%									
																					serv	1	0,004%									
																					servic	1	0,004%									
																					seven	1	0,004%									
																					sex	1	0,004%									
																					sexual	1	0,004%									
																					shakin	1	0,004%									
																					shall	1	0,004%									
																					shelter	1	0,004%									
																					shinin	1	0,004%									
																					shirt	1	0,004%									
																					shit	1	0,004%									
																					shoe	1	0,004%									
																					shook	1	0,004%									
																					shop	1	0,004%									
																					shotgun	1	0,004%									
																					shoulder	1	0,004%									
																					shout	1	0,004%									
																					siento	1	0,004%									
																					signal	1	0,004%									
																					sinner	1	0,004%									
																					sittin	1	0,004%									
																					size	1	0,004%									
																					skull	1	0,004%									
																					smack	1	0,004%									
																					smell	1	0,004%									
																					societi	1	0,004%									
																					soil	1	0,004%									
																					sold	1	0,004%									
																					son	1	0,004%									
																					soon	1	0,004%									
																					sorrow	1	0,004%									
																					sourir	1	0,004%									
																					spider	1	0,004%									
																					spin	1	0,004%									
																					spirit	1	0,004%									
																					spoken	1	0,004%									
																					spotlight	1	0,004%									
																					stain	1	0,004%									
																					stare	1	0,004%									
																					starlight	1	0,004%									
																					steam	1	0,004%									
																					steel	1	0,004%									
																					stink	1	0,004%									
																					stir	1	0,004%									
																					stole	1	0,004%									
																					store	1	0,004%									
																					stretch	1	0,004%									
																					strike	1	0,004%									
																					strip	1	0,004%									
																					stronger	1	0,004%									
																					stuck	1	0,004%									
																					stuff	1	0,004%									
																					su	1	0,004%									
																					submit	1	0,004%									
																					sucker	1	0,004%									
																					sugar	1	0,004%									
																					sunris	1	0,004%									
																					surf	1	0,004%									
																					surrend	1	0,004%									
																					sweep	1	0,004%									
																					ta	1	0,004%									
																					tag	1	0,004%									
																					tal	1	0,004%									
																					tame	1	0,004%									
																					tan	1	0,004%									
																					tap	1	0,004%									
																					taxi	1	0,004%									
																					teach	1	0,004%									
																					team	1	0,004%									
																					tender	1	0,004%									
																					tension	1	0,004%									
																					terrifi	1	0,004%									
																					texa	1	0,004%									
																					thee	1	0,004%									
																					themselv	1	0,004%									
																					thirsti	1	0,004%									
																					threw	1	0,004%									
																					thrill	1	0,004%									
																					throw	1	0,004%									
																					thru	1	0,004%									
																					thunder	1	0,004%									
																					tick	1	0,004%									
																					ticket	1	0,004%									
																					tie	1	0,004%									
																					tin	1	0,004%									
																					toda	1	0,004%									
																					todo	1	0,004%									
																					toe	1	0,004%									
																					tomorrow	1	0,004%									
																					ton	1	0,004%									
																					tongu	1	0,004%									
																					tortur	1	0,004%									
																					tous	1	0,004%									
																					tout	1	0,004%									
																					toy	1	0,004%									
																					trace	1	0,004%									
																					treasur	1	0,004%									
																					trend	1	0,004%									
																					truck	1	0,004%									
																					truli	1	0,004%									
																					tryna	1	0,004%									
																					tumbl	1	0,004%									
																					tune	1	0,004%									
																					twenti	1	0,004%									
																					twice	1	0,004%									
																					ugli	1	0,004%									
																					unabl	1	0,004%									
																					undon	1	0,004%									
																					unit	1	0,004%									
																					univers	1	0,004%									
																					unknown	1	0,004%									
																					upon	1	0,004%									
																					vacat	1	0,004%									
																					valentin	1	0,004%									
																					vanish	1	0,004%									
																					vega	1	0,004%									
																					vers	1	0,004%									
																					vez	1	0,004%									
																					victori	1	0,004%									
																					vie	1	0,004%									
																					vom	1	0,004%									
																					vor	1	0,004%									
																					vote	1	0,004%									
																					voy	1	0,004%									
																					wage	1	0,004%									
																					waltz	1	0,004%									
																					wander	1	0,004%									
																					weather	1	0,004%									
																					weed	1	0,004%									
																					week	1	0,004%									
																					wenn	1	0,004%									
																					whine	1	0,004%									
																					whisper	1	0,004%									
																					whoo	1	0,004%									
																					wife	1	0,004%									
																					win	1	0,004%									
																					winner	1	0,004%									
																					winter	1	0,004%									
																					wire	1	0,004%									
																					wirklich	1	0,004%									
																					wit	1	0,004%									
																					wollen	1	0,004%									
																					womb	1	0,004%									
																					women	1	0,004%									
																					woo	1	0,004%									
																					worri	1	0,004%									
																					worst	1	0,004%									
																					wow	1	0,004%									
																					wrist	1	0,004%									
																					write	1	0,004%									
																					wär	1	0,004%									
																					yet	1	0,004%									
																					yo	1	0,004%									
																					york	1	0,004%									
																					zum	1	0,004%									
																					zur	1	0,004%									
																					zurück	1	0,004%									
																					–	1	0,004%									
